"","day","date","daily","line","type","number"
"456","Monday",2011-04-11,7356.5,"orange","Boardings",3120
"457","Tuesday",2011-04-12,6650.5,"orange","Boardings",2656
"458","Wednesday",2011-04-13,6507.5,"orange","Boardings",2729
"459","Thursday",2011-04-14,7068,"orange","Boardings",2933
"460","Friday",2011-04-15,8643,"orange","Boardings",3447
"461","Saturday",2011-04-16,3280.5,"orange","Boardings",1328
"462","Sunday",2011-04-17,4932,"orange","Boardings",1996
"463","Monday",2011-04-18,6649.5,"orange","Boardings",2723
"464","Tuesday",2011-04-19,6855.5,"orange","Boardings",2819
"465","Wednesday",2011-04-20,7641.5,"orange","Boardings",3276
"466","Thursday",2011-04-21,6764.5,"orange","Boardings",3213
"467","Friday",2011-04-22,8070,"orange","Boardings",3489
"468","Saturday",2011-04-23,6351,"orange","Boardings",2926
"469","Sunday",2011-04-24,0,"orange","Boardings",NA
"470","Monday",2011-04-25,7015,"orange","Boardings",3073
"471","Tuesday",2011-04-26,7337.5,"orange","Boardings",3284
"472","Wednesday",2011-04-27,7291,"orange","Boardings",3227
"473","Thursday",2011-04-28,7488.5,"orange","Boardings",3149
"474","Friday",2011-04-29,8691,"orange","Boardings",3494
"475","Saturday",2011-04-30,6773,"orange","Boardings",2958
"476","Sunday",2011-05-01,3786.5,"orange","Boardings",1608
"477","Monday",2011-05-02,7350,"orange","Boardings",3074
"478","Tuesday",2011-05-03,7791,"orange","Boardings",3213
"479","Wednesday",2011-05-04,6864,"orange","Boardings",2754
"480","Thursday",2011-05-05,8089,"orange","Boardings",3393
"481","Friday",2011-05-06,8339.5,"orange","Boardings",3624
"482","Saturday",2011-05-07,6968,"orange","Boardings",2963
"483","Sunday",2011-05-08,3711.5,"orange","Boardings",1482
"484","Monday",2011-05-09,7133.5,"orange","Boardings",2893
"485","Tuesday",2011-05-10,7426,"orange","Boardings",3265
"486","Wednesday",2011-05-11,8200.5,"orange","Boardings",3365
"487","Thursday",2011-05-12,7923,"orange","Boardings",3307
"488","Friday",2011-05-13,8587,"orange","Boardings",3630
"489","Saturday",2011-05-14,5895.5,"orange","Boardings",2424
"490","Sunday",2011-05-15,4934.5,"orange","Boardings",2071
"491","Monday",2011-05-16,8345.5,"orange","Boardings",3404
"492","Tuesday",2011-05-17,7776.5,"orange","Boardings",3148
"493","Wednesday",2011-05-18,7982.5,"orange","Boardings",3239
"494","Thursday",2011-05-19,8272.5,"orange","Boardings",3404
"495","Friday",2011-05-20,9347.5,"orange","Boardings",3833
"496","Saturday",2011-05-21,7006.5,"orange","Boardings",2979
"497","Sunday",2011-05-22,4783.5,"orange","Boardings",1993
"498","Monday",2011-05-23,8317.5,"orange","Boardings",3299
"499","Tuesday",2011-05-24,8440,"orange","Boardings",3385
"500","Wednesday",2011-05-25,8744,"orange","Boardings",3521
"501","Thursday",2011-05-26,8410.5,"orange","Boardings",3348
"502","Friday",2011-05-27,9696,"orange","Boardings",3831
"503","Saturday",2011-05-28,7320.5,"orange","Boardings",3264
"504","Sunday",2011-05-29,5902.5,"orange","Boardings",2822
"505","Monday",2011-05-30,5720.5,"orange","Boardings",2668
"506","Tuesday",2011-05-31,7736.5,"orange","Boardings",3065
"507","Wednesday",2011-06-01,8337,"orange","Boardings",3261
"508","Thursday",2011-06-02,8346.5,"orange","Boardings",3243
"509","Friday",2011-06-03,9146.5,"orange","Boardings",3881
"510","Saturday",2011-06-04,6675,"orange","Boardings",2998
"511","Sunday",2011-06-05,4871,"orange","Boardings",1989
"512","Monday",2011-06-06,7889.5,"orange","Boardings",3316
"513","Tuesday",2011-06-07,8216,"orange","Boardings",3485
"514","Wednesday",2011-06-08,8009.5,"orange","Boardings",3510
"515","Thursday",2011-06-09,7873.5,"orange","Boardings",3066
"516","Friday",2011-06-10,9212.5,"orange","Boardings",3735
"517","Saturday",2011-06-11,6992,"orange","Boardings",3194
"518","Sunday",2011-06-12,4590,"orange","Boardings",1982
"519","Monday",2011-06-13,8213,"orange","Boardings",3624
"520","Tuesday",2011-06-14,7889,"orange","Boardings",3371
"521","Wednesday",2011-06-15,8308,"orange","Boardings",3753
"522","Thursday",2011-06-16,7851.5,"orange","Boardings",3360
"523","Friday",2011-06-17,9684.5,"orange","Boardings",4139
"524","Saturday",2011-06-18,2807.5,"orange","Boardings",1588
"525","Sunday",2011-06-19,4664.5,"orange","Boardings",2062
"526","Monday",2011-06-20,7578,"orange","Boardings",3392
"527","Tuesday",2011-06-21,8139.5,"orange","Boardings",3567
"528","Wednesday",2011-06-22,8991,"orange","Boardings",4084
"529","Thursday",2011-06-23,8398,"orange","Boardings",3717
"530","Friday",2011-06-24,9814,"orange","Boardings",4410
"531","Saturday",2011-06-25,8096,"orange","Boardings",3681
"532","Sunday",2011-06-26,5724.5,"orange","Boardings",2875
"533","Monday",2011-06-27,8067.5,"orange","Boardings",3532
"534","Tuesday",2011-06-28,9013.5,"orange","Boardings",4085
"535","Wednesday",2011-06-29,9069,"orange","Boardings",4097
"536","Thursday",2011-06-30,8670.5,"orange","Boardings",3954
"537","Friday",2011-07-01,9807.5,"orange","Boardings",4393
"538","Saturday",2011-07-02,7970.5,"orange","Boardings",3793
"539","Sunday",2011-07-03,5657.5,"orange","Boardings",2408
"540","Monday",2011-07-04,7099.5,"orange","Boardings",3112
"541","Tuesday",2011-07-05,8210,"orange","Boardings",3484
"542","Wednesday",2011-07-06,8609,"orange","Boardings",3720
"543","Thursday",2011-07-07,8368,"orange","Boardings",3478
"544","Friday",2011-07-08,9327,"orange","Boardings",3958
"545","Saturday",2011-07-09,7578.5,"orange","Boardings",3191
"546","Sunday",2011-07-10,5012.5,"orange","Boardings",1946
"547","Monday",2011-07-11,7997,"orange","Boardings",3617
"548","Tuesday",2011-07-12,8133,"orange","Boardings",3803
"549","Wednesday",2011-07-13,8030,"orange","Boardings",3666
"550","Thursday",2011-07-14,8781,"orange","Boardings",4090
"551","Friday",2011-07-15,10998,"orange","Boardings",4616
"552","Saturday",2011-07-16,12246,"orange","Boardings",4540
"553","Sunday",2011-07-17,7960.5,"orange","Boardings",2790
"554","Monday",2011-07-18,9280,"orange","Boardings",4106
"555","Tuesday",2011-07-19,9499.5,"orange","Boardings",4218
"556","Wednesday",2011-07-20,9488,"orange","Boardings",4287
"557","Thursday",2011-07-21,8996,"orange","Boardings",4121
"558","Friday",2011-07-22,9636,"orange","Boardings",4351
"559","Saturday",2011-07-23,7570,"orange","Boardings",3382
"560","Sunday",2011-07-24,5678,"orange","Boardings",2240
"561","Monday",2011-07-25,7524,"orange","Boardings",3057
"562","Tuesday",2011-07-26,8894,"orange","Boardings",3879
"563","Wednesday",2011-07-27,8810.5,"orange","Boardings",3944
"564","Thursday",2011-07-28,9425,"orange","Boardings",4042
"565","Friday",2011-07-29,10013,"orange","Boardings",4396
"566","Saturday",2011-07-30,8802,"orange","Boardings",3591
"567","Sunday",2011-07-31,6237,"orange","Boardings",2633
"568","Monday",2011-08-01,8161.5,"orange","Boardings",3333
"569","Tuesday",2011-08-02,8828,"orange","Boardings",4002
"570","Wednesday",2011-08-03,8596,"orange","Boardings",3776
"571","Thursday",2011-08-04,8680.5,"orange","Boardings",3641
"572","Friday",2011-08-05,10931.5,"orange","Boardings",4810
"573","Saturday",2011-08-06,7531.5,"orange","Boardings",3420
"574","Sunday",2011-08-07,5320,"orange","Boardings",2270
"575","Monday",2011-08-08,9095.5,"orange","Boardings",3765
"576","Tuesday",2011-08-09,8782.5,"orange","Boardings",3801
"577","Wednesday",2011-08-10,9335.5,"orange","Boardings",4266
"578","Thursday",2011-08-11,8765.5,"orange","Boardings",3694
"579","Friday",2011-08-12,10315,"orange","Boardings",4512
"580","Saturday",2011-08-13,6839,"orange","Boardings",3123
"581","Sunday",2011-08-14,4678,"orange","Boardings",2011
"582","Monday",2011-08-15,7663,"orange","Boardings",3188
"583","Tuesday",2011-08-16,9132.5,"orange","Boardings",3806
"584","Wednesday",2011-08-17,8814,"orange","Boardings",3744
"585","Thursday",2011-08-18,8659,"orange","Boardings",3644
"586","Friday",2011-08-19,10487,"orange","Boardings",4428
"587","Saturday",2011-08-20,8236.5,"orange","Boardings",3704
"588","Sunday",2011-08-21,4229.5,"orange","Boardings",1564
"589","Monday",2011-08-22,9437.5,"orange","Boardings",4042
"590","Tuesday",2011-08-23,8822.5,"orange","Boardings",3745
"591","Wednesday",2011-08-24,9179.5,"orange","Boardings",3928
"592","Thursday",2011-08-25,8881,"orange","Boardings",3712
"593","Friday",2011-08-26,11201.5,"orange","Boardings",4932
"594","Saturday",2011-08-27,2952,"orange","Boardings",1359
"595","Sunday",2011-08-28,3231,"orange","Boardings",1291
"596","Monday",2011-08-29,9495,"orange","Boardings",4082
"597","Tuesday",2011-08-30,9279,"orange","Boardings",4068
"598","Wednesday",2011-08-31,9289.5,"orange","Boardings",4122
"599","Thursday",2011-09-01,7005.5,"orange","Boardings",2768
"600","Friday",2011-09-02,7223,"orange","Boardings",2654
"601","Saturday",2011-09-03,7304,"orange","Boardings",2594
"602","Sunday",2011-09-04,6036.5,"orange","Boardings",1914
"603","Monday",2011-09-05,4346.5,"orange","Boardings",1816
"604","Tuesday",2011-09-06,7499,"orange","Boardings",2906
"605","Wednesday",2011-09-07,7714.5,"orange","Boardings",3129
"606","Thursday",2011-09-08,8163,"orange","Boardings",3348
"607","Friday",2011-09-09,10101.5,"orange","Boardings",4000
"608","Saturday",2011-09-10,7174,"orange","Boardings",2881
"609","Sunday",2011-09-11,4856,"orange","Boardings",1949
"610","Monday",2011-09-12,9211,"orange","Boardings",3868
"611","Tuesday",2011-09-13,9095.5,"orange","Boardings",3969
"612","Wednesday",2011-09-14,9591.5,"orange","Boardings",3993
"613","Thursday",2011-09-15,8938,"orange","Boardings",3724
"614","Friday",2011-09-16,10807.5,"orange","Boardings",4426
"615","Saturday",2011-09-17,7806.5,"orange","Boardings",2937
"616","Sunday",2011-09-18,5540,"orange","Boardings",2212
"617","Monday",2011-09-19,9064,"orange","Boardings",3751
"618","Tuesday",2011-09-20,9171.5,"orange","Boardings",3662
"619","Wednesday",2011-09-21,9409,"orange","Boardings",3973
"620","Thursday",2011-09-22,9292.5,"orange","Boardings",3933
"621","Friday",2011-09-23,8285.5,"orange","Boardings",3393
"622","Saturday",2011-09-24,7992,"orange","Boardings",3412
"623","Sunday",2011-09-25,5521.5,"orange","Boardings",2288
"624","Monday",2011-09-26,10004.5,"orange","Boardings",4328
"625","Tuesday",2011-09-27,9624.5,"orange","Boardings",4032
"626","Wednesday",2011-09-28,9625,"orange","Boardings",4151
"627","Thursday",2011-09-29,9501,"orange","Boardings",4006
"628","Friday",2011-09-30,10908,"orange","Boardings",4436
"629","Saturday",2011-10-01,8842,"orange","Boardings",4020
"630","Sunday",2011-10-02,6207.5,"orange","Boardings",2742
"631","Monday",2011-10-03,9737.5,"orange","Boardings",4224
"632","Tuesday",2011-10-04,8936,"orange","Boardings",3526
"633","Wednesday",2011-10-05,9970,"orange","Boardings",4213
"634","Thursday",2011-10-06,9641,"orange","Boardings",3965
"635","Friday",2011-10-07,11129,"orange","Boardings",4300
"636","Saturday",2011-10-08,8312.5,"orange","Boardings",3455
"637","Sunday",2011-10-09,5410.5,"orange","Boardings",2030
"638","Monday",2011-10-10,8012,"orange","Boardings",3485
"639","Tuesday",2011-10-11,9594,"orange","Boardings",4136
"640","Wednesday",2011-10-12,8797,"orange","Boardings",3605
"641","Thursday",2011-10-13,8469,"orange","Boardings",3492
"642","Friday",2011-10-14,10031.5,"orange","Boardings",4230
"643","Saturday",2011-10-15,6150,"orange","Boardings",2383
"644","Sunday",2011-10-16,5786,"orange","Boardings",2260
"645","Monday",2011-10-17,9337.5,"orange","Boardings",3889
"646","Tuesday",2011-10-18,9455,"orange","Boardings",3849
"647","Wednesday",2011-10-19,6203,"orange","Boardings",2985
"648","Thursday",2011-10-20,4836,"orange","Boardings",2745
"649","Friday",2011-10-21,10682,"orange","Boardings",4531
"650","Saturday",2011-10-22,7800,"orange","Boardings",3281
"651","Sunday",2011-10-23,4972,"orange","Boardings",2075
"652","Monday",2011-10-24,9279,"orange","Boardings",3746
"653","Tuesday",2011-10-25,9710.5,"orange","Boardings",4038
"654","Wednesday",2011-10-26,9193,"orange","Boardings",3794
"655","Thursday",2011-10-27,9163.5,"orange","Boardings",3866
"656","Friday",2011-10-28,10876,"orange","Boardings",4663
"657","Saturday",2011-10-29,5469,"orange","Boardings",2343
"658","Sunday",2011-10-30,5137,"orange","Boardings",2162
"659","Monday",2011-10-31,9675,"orange","Boardings",4073
"660","Tuesday",2011-11-01,8873,"orange","Boardings",3839
"661","Wednesday",2011-11-02,10368.5,"orange","Boardings",3716
"662","Thursday",2011-11-03,10652.5,"orange","Boardings",3851
"663","Friday",2011-11-04,11998,"orange","Boardings",4461
"664","Saturday",2011-11-05,8640,"orange","Boardings",3515
"665","Sunday",2011-11-06,6105,"orange","Boardings",2057
"666","Monday",2011-11-07,10502,"orange","Boardings",3898
"667","Tuesday",2011-11-08,10454.5,"orange","Boardings",4146
"668","Wednesday",2011-11-09,10675.5,"orange","Boardings",3877
"669","Thursday",2011-11-10,9931,"orange","Boardings",3627
"670","Friday",2011-11-11,11918,"orange","Boardings",4295
"671","Saturday",2011-11-12,9128.5,"orange","Boardings",3578
"672","Sunday",2011-11-13,5829.5,"orange","Boardings",2101
"673","Monday",2011-11-14,9002.5,"orange","Boardings",3339
"674","Tuesday",2011-11-15,10058,"orange","Boardings",3642
"675","Wednesday",2011-11-16,10121.5,"orange","Boardings",3547
"676","Thursday",2011-11-17,10775,"orange","Boardings",4018
"677","Friday",2011-11-18,12033.5,"orange","Boardings",4797
"678","Saturday",2011-11-19,8962,"orange","Boardings",3390
"679","Sunday",2011-11-20,5854,"orange","Boardings",2101
"680","Monday",2011-11-21,9857,"orange","Boardings",3503
"681","Tuesday",2011-11-22,9130,"orange","Boardings",3186
"682","Wednesday",2011-11-23,10289.5,"orange","Boardings",4001
"683","Thursday",2011-11-24,1280,"orange","Boardings",523
"684","Friday",2011-11-25,8760.5,"orange","Boardings",3604
"685","Saturday",2011-11-26,7455,"orange","Boardings",2949
"686","Sunday",2011-11-27,5425.5,"orange","Boardings",2122
"687","Monday",2011-11-28,9733.5,"orange","Boardings",3692
"688","Tuesday",2011-11-29,9287,"orange","Boardings",3217
"689","Wednesday",2011-11-30,10557,"orange","Boardings",3750
"690","Thursday",2011-12-01,11149.5,"orange","Boardings",3725
"691","Friday",2011-12-02,12721.5,"orange","Boardings",4449
"692","Saturday",2011-12-03,9746,"orange","Boardings",3750
"693","Sunday",2011-12-04,6825,"orange","Boardings",2623
"694","Monday",2011-12-05,10369,"orange","Boardings",3641
"695","Tuesday",2011-12-06,10038,"orange","Boardings",3594
"696","Wednesday",2011-12-07,9593.5,"orange","Boardings",3159
"697","Thursday",2011-12-08,10329.5,"orange","Boardings",3541
"698","Friday",2011-12-09,12596,"orange","Boardings",4523
"699","Saturday",2011-12-10,8827.5,"orange","Boardings",3099
"700","Sunday",2011-12-11,5501.5,"orange","Boardings",2078
"701","Monday",2011-12-12,10359,"orange","Boardings",3922
"702","Tuesday",2011-12-13,10433.5,"orange","Boardings",3848
"703","Wednesday",2011-12-14,10697,"orange","Boardings",3808
"704","Thursday",2011-12-15,10797.5,"orange","Boardings",3717
"705","Friday",2011-12-16,12561.5,"orange","Boardings",4445
"706","Saturday",2011-12-17,8400,"orange","Boardings",2967
"707","Sunday",2011-12-18,5308.5,"orange","Boardings",1904
"708","Monday",2011-12-19,10649,"orange","Boardings",3780
"709","Tuesday",2011-12-20,10799.5,"orange","Boardings",4100
"710","Wednesday",2011-12-21,10396,"orange","Boardings",3805
"711","Thursday",2011-12-22,10432.5,"orange","Boardings",3852
"712","Friday",2011-12-23,10160.5,"orange","Boardings",4035
"713","Saturday",2011-12-24,4561.5,"orange","Boardings",1875
"714","Sunday",2011-12-25,0,"orange","Boardings",NA
"715","Monday",2011-12-26,6689.5,"orange","Boardings",2653
"716","Tuesday",2011-12-27,7886.5,"orange","Boardings",3087
"717","Wednesday",2011-12-28,9804.5,"orange","Boardings",3818
"718","Thursday",2011-12-29,9223.5,"orange","Boardings",3639
"719","Friday",2011-12-30,10709,"orange","Boardings",4263
"720","Saturday",2011-12-31,8711.5,"orange","Boardings",3569
"721","Sunday",2012-01-01,3939.5,"orange","Boardings",1450
"722","Monday",2012-01-02,7262,"orange","Boardings",2969
"723","Tuesday",2012-01-03,9765.5,"orange","Boardings",3348
"724","Wednesday",2012-01-04,9525.5,"orange","Boardings",3225
"725","Thursday",2012-01-05,10035.5,"orange","Boardings",3445
"726","Friday",2012-01-06,12341,"orange","Boardings",4456
"727","Saturday",2012-01-07,8454,"orange","Boardings",3026
"728","Sunday",2012-01-08,5101.5,"orange","Boardings",1891
"729","Monday",2012-01-09,10614.5,"orange","Boardings",3730
"730","Tuesday",2012-01-10,10795,"orange","Boardings",3763
"731","Wednesday",2012-01-11,10743.5,"orange","Boardings",3836
"732","Thursday",2012-01-12,10769.5,"orange","Boardings",3722
"733","Friday",2012-01-13,11940.5,"orange","Boardings",4457
"734","Saturday",2012-01-14,8205,"orange","Boardings",3182
"735","Sunday",2012-01-15,6347.5,"orange","Boardings",2407
"736","Monday",2012-01-16,7516,"orange","Boardings",2862
"737","Tuesday",2012-01-17,11000.5,"orange","Boardings",3888
"738","Wednesday",2012-01-18,11444,"orange","Boardings",4213
"739","Thursday",2012-01-19,11427.5,"orange","Boardings",4262
"740","Friday",2012-01-20,13090,"orange","Boardings",4911
"741","Saturday",2012-01-21,7569.5,"orange","Boardings",2681
"742","Sunday",2012-01-22,5308.5,"orange","Boardings",1886
"743","Monday",2012-01-23,7252.5,"orange","Boardings",3604
"744","Tuesday",2012-01-24,11849,"orange","Boardings",4353
"745","Wednesday",2012-01-25,11987.5,"orange","Boardings",4279
"746","Thursday",2012-01-26,11132,"orange","Boardings",4119
"747","Friday",2012-01-27,13243.5,"orange","Boardings",5048
"748","Saturday",2012-01-28,10497,"orange","Boardings",3899
"749","Sunday",2012-01-29,6716,"orange","Boardings",2466
"750","Monday",2012-01-30,11658,"orange","Boardings",4317
"751","Tuesday",2012-01-31,11976.5,"orange","Boardings",4463
"752","Wednesday",2012-02-01,12130.5,"orange","Boardings",4411
"753","Thursday",2012-02-02,11424,"orange","Boardings",4073
"754","Friday",2012-02-03,13753,"orange","Boardings",4951
